i,k,sum(v)
348,455,1231355
298,455,1189287
229,455,1203687
142,455,1230123
88,455,1150966
206,456,1184586
24,456,1235413
12,456,1275306
354,457,1270928
460,458,1323695
285,458,1282088
245,458,1278014
0,458,1257614
398,459,1333126
313,459,1235905
201,459,1286766
175,459,1336108
122,459,1355123
118,459,1290389
470,460,1102031
384,460,1198497
367,460,1174550
313,460,1142255
169,460,1150299
454,461,1315112
381,461,1281425
236,461,1227481
33,461,1220507
2,461,1296146
345,462,1281081
425,463,1264038
423,463,1229320
224,463,1164553
133,463,1187853
356,464,1204232
213,464,1164406
115,464,1208223
11,464,1181298
494,465,1273312
421,465,1240285
358,465,1254167
237,465,1271870
228,465,1218192
416,466,1225871
324,466,1160996
175,466,1272141
138,466,1248425
136,466,1194039
392,467,1200086
180,467,1260483
272,468,1220849
220,468,1256617
80,468,1255736
39,468,1189177
236,469,1095160
319,470,1151653
199,470,1166049
438,471,1278442
127,471,1243642
0,471,1205780
29,472,1157224
494,473,1252706
103,473,1174713
23,473,1102754
440,474,1219047
367,474,1171778
73,475,1225951
44,475,1263766
222,476,1306336
175,477,1309338
77,477,1224988
434,478,1205586
155,478,1228793
19,478,1236080
360,479,1217322
293,479,1240641
203,479,1245564
198,479,1212216
93,479,1237548
434,480,1281149
332,480,1287918
298,480,1222664
439,481,1154708
337,481,1250763
304,481,1211428
266,481,1175396
99,481,1263137
229,482,1172598
228,482,1219242
52,482,1217395
384,483,1209514
153,483,1203364
128,483,1210405
104,483,1240913
88,483,1180840
82,483,1235081
478,484,1238855
227,484,1222913
209,484,1254054
494,485,1305168
163,485,1190443
450,486,1278624
388,486,1287801
286,486,1227885
178,486,1307565
0,486,1225688
201,487,1253081
140,487,1252268
78,487,1234275
491,488,1244873
355,488,1185671
12,488,1237078
460,489,1218100
455,489,1221539
335,489,1179447
98,489,1143418
58,489,1224102
293,490,1239511
292,490,1238538
266,490,1338084
257,490,1272859
14,491,1200778
5,491,1219004
323,492,1311821
246,492,1323531
244,492,1262208
216,492,1244334
377,493,1107894
239,493,1223201
238,493,1169972
143,494,1255709
218,495,1248673
390,496,1228219
299,496,1170486
115,496,1253264
292,497,1268759
194,497,1254952
40,497,1327474
141,498,1262081
479,499,1218311
293,499,1246222
284,499,1248020
0,499,1234870
462,0,1180751
438,0,1298637
243,0,1263891
70,0,1277276
452,1,1291386
157,2,1285095
478,3,1170461
457,3,1157860
394,3,1176525
296,3,1185551
267,3,1195925
73,3,1155514
492,4,1196815
323,4,1300896
31,4,1265535
8,4,1141946
286,5,1204403
282,5,1220543
270,5,1287877
482,7,1260513
423,7,1272766
357,7,1272404
18,7,1223308
246,8,1221644
232,8,1226799
494,9,1327956
263,9,1259921
227,9,1208938
445,10,1208106
333,10,1190437
255,10,1149525
153,10,1195339
2,10,1269754
218,11,1265535
74,11,1216232
403,12,1302662
353,12,1261394
176,12,1269981
168,12,1279639
159,12,1265381
135,12,1254314
209,13,1189921
197,13,1253999
447,14,1228776
492,15,1208576
342,15,1240272
8,15,1180293
449,16,1231065
400,16,1220151
171,16,1192609
159,16,1177006
361,17,1258090
337,17,1222093
139,17,1264173
65,17,1267336
50,17,1259853
257,18,1212867
488,19,1243754
207,19,1287591
181,19,1215963
175,19,1213613
74,19,1229943
371,20,1176595
236,20,1140195
231,20,1206136
103,20,1188671
279,21,1221805
269,22,1191636
241,22,1148278
58,22,1280058
23,22,1171995
379,23,1199848
368,23,1276640
124,23,1293330
498,24,1356841
478,24,1288575
303,24,1280507
410,25,1220957
230,26,1206218
100,26,1282649
451,27,1086655
288,27,1142665
255,27,1062320
236,27,1100643
494,28,1263088
402,28,1197789
395,28,1158554
208,28,1181772
141,28,1149349
78,28,1234441
197,29,1279079
210,30,1279464
149,30,1254968
52,30,1292684
388,31,1259239
224,31,1155056
52,31,1221702
26,31,1219201
364,32,1189021
29,32,1171358
468,33,1240834
312,33,1214877
267,33,1246072
136,33,1138772
21,33,1175969
441,34,1220121
405,34,1239117
384,34,1298414
245,34,1259993
139,34,1241185
128,34,1226396
324,35,1175994
306,35,1227343
117,35,1129080
342,36,1226827
415,37,1261054
287,37,1272922
124,37,1340880
60,38,1236438
315,39,1226922
211,39,1219453
39,39,1239364
357,40,1278450
352,40,1311075
133,40,1273279
408,41,1190100
425,42,1237666
78,42,1197897
447,43,1210373
404,43,1159617
398,43,1188725
291,43,1132629
186,43,1182119
17,43,1209165
128,45,1197779
123,45,1187106
346,46,1232355
257,46,1235192
275,47,1177612
109,47,1241516
232,48,1218394
90,48,1153116
13,48,1151968
408,49,1204030
375,49,1187835
212,49,1179884
28,49,1209362
485,50,1207319
412,50,1311615
258,50,1231683
495,51,1303159
269,51,1254495
156,51,1295449
22,51,1231458
11,51,1244752
285,52,1214700
243,52,1237390
468,53,1250683
428,53,1235539
205,53,1251330
0,54,1156618
447,56,1251956
451,57,1263095
400,57,1270804
388,57,1299086
168,57,1273651
201,59,1242724
171,59,1231471
390,60,1189262
119,60,1213624
323,61,1310844
284,61,1244329
274,61,1277605
250,62,1178193
121,62,1223629
23,62,1172906
134,63,1207372
26,66,1252881
70,78,1253503
6,164,1276713
499,337,1124007
70,443,1226912
499,450,1121087
70,460,1186321
200,25,1204399
327,34,1261867
199,49,1176625
318,53,1208571
310,53,1210552
22,55,1269358
270,59,1256662
238,59,1227628
318,62,1265702
419,64,1251143
470,65,1247196
47,67,1214066
44,67,1282553
330,68,1289956
297,68,1272405
439,69,1218006
334,69,1243522
69,69,1224871
487,70,1285370
379,70,1206164
279,70,1205968
153,70,1240743
29,70,1252110
10,70,1250516
448,71,1181952
89,71,1192482
88,71,1145342
36,71,1199340
133,72,1153610
448,73,1211587
494,74,1343012
144,74,1237515
389,75,1235237
242,75,1258811
143,75,1286071
55,75,1261420
339,76,1190302
316,76,1169202
495,77,1258305
402,78,1182499
211,78,1233628
183,79,1261662
133,79,1184884
30,79,1240557
352,80,1223779
195,80,1277419
131,80,1219037
345,82,1187353
409,83,1166531
303,83,1194193
33,83,1204000
345,84,1263892
152,84,1164711
135,85,1253298
75,85,1283397
473,86,1184385
388,86,1194854
380,86,1201913
107,86,1166391
346,87,1217293
253,87,1221793
20,87,1219669
355,88,1226240
350,88,1345598
168,88,1210653
381,89,1293958
373,89,1226297
367,90,1183298
232,90,1267137
178,92,1295924
469,94,1221638
459,94,1192247
428,94,1230146
331,94,1203028
236,94,1148282
131,94,1239812
64,94,1195739
335,95,1191866
313,95,1184135
273,95,1234552
142,95,1181988
140,95,1202089
100,95,1290210
233,97,1318184
118,97,1265407
439,98,1173955
118,98,1134830
18,98,1170814
259,99,1186015
234,99,1211679
35,99,1191318
253,100,1184702
477,101,1262237
149,101,1241173
470,102,1199840
318,102,1220511
366,103,1177899
344,104,1229079
26,104,1203922
384,105,1178379
377,105,1143139
100,105,1251080
80,105,1198046
491,106,1273855
333,107,1186879
410,108,1278804
96,108,1217395
65,108,1272907
2,108,1291244
307,109,1294173
436,111,1215860
112,111,1235912
264,112,1198678
328,113,1188936
129,113,1268321
46,113,1186685
38,113,1234327
350,114,1314176
285,114,1202942
270,114,1284297
169,114,1185720
319,115,1213692
313,115,1155021
185,115,1183046
413,116,1236392
254,116,1272954
216,116,1216675
149,116,1251532
29,116,1201094
288,117,1243520
257,117,1254554
24,117,1267803
113,119,1203873
16,119,1189046
224,120,1232941
205,121,1268453
203,121,1205766
193,121,1172567
329,122,1200928
264,122,1183822
76,122,1290115
206,123,1191755
110,123,1233684
16,123,1253196
472,124,1165891
331,124,1164286
323,124,1232575
310,125,1315407
249,125,1283419
5,125,1294556
469,126,1201750
400,127,1218548
279,127,1148914
233,128,1250790
93,128,1241873
65,128,1221949
273,130,1270257
218,130,1293841
53,130,1274862
495,131,1248274
183,131,1233025
156,132,1218721
108,132,1195105
156,133,1297119
378,134,1229915
85,134,1286959
427,135,1166533
102,135,1209682
231,136,1266519
218,136,1241000
414,137,1185372
394,137,1209011
87,137,1215088
84,137,1168456
56,137,1268793
269,138,1186897
81,138,1197283
434,139,1267760
347,139,1192664
199,139,1211948
191,139,1176258
244,140,1178109
34,140,1211762
260,141,1286059
95,141,1321313
489,143,1108380
299,143,1131660
260,143,1157139
188,143,1150015
80,143,1158671
75,143,1150894
69,143,1133010
58,143,1177084
147,144,1340790
1,144,1235197
483,145,1269154
440,145,1266857
66,145,1150418
293,147,1235286
261,147,1112629
38,147,1236784
422,148,1320261
331,148,1201249
462,149,1187076
418,149,1264197
181,149,1209367
382,150,1210330
333,151,1209976
83,151,1218241
253,153,1220956
393,154,1244354
105,154,1245319
252,155,1206275
96,155,1221556
416,156,1184284
374,156,1175979
363,156,1257153
285,156,1177545
163,157,1128823
422,158,1296670
178,158,1208936
436,159,1175610
241,159,1126164
200,159,1196997
68,159,1164264
49,159,1160037
467,160,1184304
433,160,1148834
418,160,1186686
335,160,1209809
284,160,1202218
485,161,1188784
438,161,1306654
417,161,1287792
341,161,1284779
143,161,1290004
38,161,1250946
469,162,1244097
303,162,1211861
130,162,1171121
452,163,1274738
322,163,1297683
270,163,1274645
210,163,1235081
492,164,1218097
347,164,1251968
222,164,1269796
57,164,1323669
274,165,1299404
53,165,1305951
466,166,1241732
400,166,1266921
275,166,1318518
159,166,1227813
18,166,1233167
312,167,1232681
50,167,1321220
446,168,1239077
372,168,1202442
149,168,1177002
18,168,1193412
362,169,1189069
318,169,1233083
28,169,1203447
480,170,1240007
464,170,1341821
378,170,1221625
317,170,1249885
230,170,1261575
138,170,1260055
136,170,1182106
89,170,1212497
88,170,1189499
315,171,1176581
11,171,1204652
54,172,1190741
310,173,1225633
419,174,1249478
113,174,1191676
66,174,1174239
453,175,1224205
299,175,1201651
24,176,1236981
415,177,1245921
377,177,1240349
483,178,1253306
307,178,1267557
414,179,1196824
89,179,1172728
239,180,1199032
218,180,1194229
201,180,1200449
112,180,1155820
441,181,1209466
330,181,1206097
156,181,1186435
11,182,1245840
362,184,1135063
335,184,1170162
136,184,1129481
489,186,1253112
113,186,1228217
73,186,1201734
385,187,1169621
277,187,1195187
163,187,1111398
94,187,1165227
69,187,1187379
19,187,1158460
176,188,1265380
72,189,1221011
488,190,1232779
468,191,1267125
327,191,1251061
273,191,1234390
57,191,1347741
6,191,1266868
263,192,1230621
249,192,1238694
217,192,1231468
41,192,1223803
451,193,1197915
381,193,1186560
205,193,1230665
128,193,1199652
87,193,1213473
411,194,1189761
287,194,1240434
69,194,1235155
486,195,1221447
299,195,1219638
52,195,1223059
454,196,1269314
413,196,1182293
315,196,1221280
382,197,1161663
127,197,1233479
73,197,1207725
482,198,1294279
470,198,1281408
187,199,1241623
184,200,1263957
166,200,1271162
439,201,1196679
162,201,1137231
114,201,1191344
390,202,1166284
39,202,1176058
456,204,1189043
442,204,1173237
298,204,1177412
431,205,1282985
16,205,1185225
351,206,1294531
54,206,1269429
498,208,1309717
493,208,1239744
391,208,1268472
340,208,1352110
113,209,1178771
266,210,1264781
181,210,1226568
105,210,1234907
289,211,1180427
261,211,1114747
133,211,1148247
467,212,1230390
475,213,1149753
272,214,1230579
178,214,1248257
441,215,1210389
367,215,1257144
333,215,1238179
480,216,1235560
272,216,1268827
165,217,1138640
150,217,1211089
114,218,1266988
495,219,1273152
186,219,1167682
120,219,1127019
43,219,1216802
489,220,1152768
202,220,1167689
364,221,1149404
287,221,1218662
117,221,1130950
57,221,1269292
29,221,1159598
395,222,1201878
282,222,1192467
202,222,1183316
188,222,1223262
133,222,1163822
451,223,1200666
426,223,1141179
358,223,1268119
290,223,1277270
76,223,1296326
75,223,1245464
62,223,1178801
24,223,1206017
442,224,1194798
360,225,1134878
468,226,1234024
387,226,1168533
342,226,1172192
287,226,1175093
176,226,1187936
137,226,1209757
25,226,1253156
193,227,1122755
95,227,1182003
475,228,1137826
346,228,1187917
277,228,1256968
108,228,1208722
436,229,1235205
238,229,1259301
101,229,1262555
241,231,1202535
104,231,1237626
37,231,1211915
182,232,1117028
78,232,1157128
61,232,1152105
316,233,1249043
223,233,1274422
203,233,1250345
150,233,1244700
331,235,1180006
81,235,1199658
485,236,1259965
52,236,1309693
23,236,1252036
451,237,1143470
147,237,1196476
16,237,1094753
430,238,1303767
440,239,1262051
219,239,1192882
217,239,1237027
117,239,1154334
347,240,1194419
287,240,1213667
266,240,1278502
249,240,1211348
222,240,1232870
15,240,1227216
419,241,1305559
346,241,1218392
213,241,1236529
114,241,1220396
325,242,1158004
292,242,1212414
154,242,1208582
36,242,1195040
18,242,1187381
428,243,1182625
289,243,1194300
204,243,1176754
80,245,1232843
426,246,1145612
425,246,1221751
36,246,1190303
250,247,1207226
77,248,1175351
10,248,1236197
490,251,1200837
484,251,1303893
197,251,1328348
186,251,1267178
478,252,1198311
391,252,1232133
24,252,1228638
427,253,1195523
60,253,1281546
378,254,1179976
267,254,1207257
196,254,1257939
331,255,1235657
190,255,1276669
50,255,1282797
330,256,1223423
78,256,1252626
330,257,1221207
242,257,1252028
210,257,1293959
203,257,1202730
172,257,1298261
213,259,1132170
16,259,1124538
381,260,1252105
236,260,1208129
319,261,1225262
295,261,1248897
218,261,1237096
351,262,1276024
350,262,1306353
159,262,1230774
411,263,1201697
354,263,1227837
35,263,1150945
244,265,1240851
7,265,1271794
1,265,1236042
46,266,1303875
352,267,1210338
174,267,1189701
129,267,1248487
320,268,1273833
145,268,1149449
172,270,1224684
116,270,1204227
304,271,1289390
151,271,1245182
137,271,1230990
6,271,1230402
5,271,1259275
266,272,1295361
447,273,1224856
417,273,1270699
306,273,1229699
368,274,1310595
323,274,1304700
267,274,1330986
476,275,1250845
132,275,1182060
83,275,1211567
440,276,1177504
386,276,1103894
341,276,1214360
126,276,1172393
231,277,1305718
219,278,1175915
75,278,1252075
453,279,1250220
427,279,1152813
317,279,1182478
133,279,1159136
163,280,1144583
107,280,1211423
445,281,1262309
111,281,1283628
397,282,1182091
223,283,1154960
115,283,1159981
142,284,1220840
404,285,1236374
394,285,1213552
387,285,1232254
157,285,1300387
337,286,1285286
320,286,1292759
249,286,1209527
69,286,1206292
273,287,1226533
145,287,1199650
66,287,1121219
64,287,1171735
389,288,1166024
268,288,1241387
395,289,1211720
458,290,1253755
235,291,1118963
177,291,1157833
399,292,1240400
368,292,1259442
429,293,1169079
313,293,1159568
12,293,1213171
419,294,1253258
163,294,1160319
468,295,1280571
463,295,1274228
272,295,1284480
217,295,1266647
72,295,1239562
28,295,1268777
422,296,1346294
414,296,1175336
326,296,1227926
1,296,1174488
344,298,1189593
139,298,1217570
98,298,1135919
35,298,1145301
475,299,1132106
251,299,1188967
180,299,1194329
28,299,1194826
445,300,1229780
391,300,1228170
76,301,1295874
342,302,1228211
316,302,1168714
280,302,1304285
57,302,1321892
469,303,1214023
452,303,1248224
392,303,1174900
495,304,1256818
286,304,1207464
429,305,1251668
296,305,1213057
370,306,1246662
322,306,1278522
35,306,1200098
391,307,1208683
323,307,1258691
248,307,1157240
76,307,1262462
46,307,1217630
18,307,1170563
494,308,1321255
451,309,1236095
421,309,1309844
406,309,1274864
259,309,1265823
107,310,1150280
76,310,1296609
31,310,1215026
356,311,1178116
297,311,1250987
319,312,1199141
316,312,1174592
18,313,1176247
206,314,1193727
138,314,1314301
174,316,1241847
108,316,1252234
390,317,1195971
337,317,1261357
249,317,1158894
108,317,1230547
374,318,1234515
42,318,1249293
439,319,1176776
164,319,1248123
122,319,1251754
450,320,1254285
94,320,1201422
64,320,1197327
478,321,1206151
393,321,1207310
243,321,1260046
195,321,1220337
186,321,1183615
152,321,1167926
461,322,1223656
339,322,1151402
490,323,1173874
314,324,1192573
229,324,1165613
6,324,1220330
400,325,1256494
383,325,1213423
380,325,1263389
241,325,1200728
5,325,1236751
479,326,1262186
369,326,1330171
409,327,1218256
133,327,1231627
341,328,1316752
232,328,1268938
393,329,1168296
291,329,1203887
89,329,1133586
7,329,1187042
244,330,1196546
412,331,1267113
113,331,1187192
351,332,1286231
87,332,1227238
390,333,1206687
355,333,1230774
322,334,1280623
173,334,1154772
93,334,1197860
73,334,1166411
27,334,1162561
476,335,1306808
411,335,1235541
370,335,1284221
333,335,1202737
198,335,1195113
56,335,1306505
162,336,1175469
51,336,1194163
193,337,1188676
318,338,1249212
206,338,1199641
492,339,1197509
436,339,1204338
428,339,1206739
360,339,1185271
260,339,1213554
293,340,1237806
194,340,1262363
51,340,1206041
48,340,1268084
475,341,1146789
144,341,1175427
237,342,1286460
296,343,1234163
221,343,1181177
110,343,1181226
385,344,1253995
27,344,1176049
311,345,1178460
219,345,1145706
165,346,1129387
405,347,1170297
283,347,1200462
4,347,1175126
311,348,1186079
164,348,1234149
378,349,1130612
179,349,1125180
246,350,1286107
39,350,1249531
221,351,1203346
168,351,1230766
90,351,1161093
419,353,1176024
348,353,1158965
345,353,1180720
301,353,1189771
129,353,1206764
76,353,1197892
178,354,1273341
258,355,1173121
240,355,1263887
235,355,1145970
439,356,1216806
419,356,1263378
233,356,1242618
196,356,1177820
148,356,1191654
144,356,1180485
64,356,1205335
391,358,1245793
337,358,1293776
140,358,1272210
495,359,1236995
228,359,1242010
345,360,1305599
320,361,1263886
105,361,1221630
43,361,1225424
298,362,1181699
277,362,1217860
65,362,1237338
281,363,1210804
67,363,1137110
403,364,1263060
253,365,1212137
377,366,1169948
153,366,1193005
73,366,1164372
23,366,1161077
377,367,1234909
149,367,1221469
67,367,1201031
460,368,1215035
309,368,1235665
292,369,1221051
276,369,1200612
216,369,1139729
219,370,1215518
155,370,1271219
104,370,1231450
494,371,1284916
463,371,1185870
337,371,1234196
201,371,1212077
184,372,1149894
138,372,1208459
113,372,1107538
328,373,1242421
258,374,1199504
311,375,1228374
298,375,1265456
357,376,1261420
342,376,1237936
451,377,1188711
423,377,1209934
279,377,1149907
169,377,1211641
118,377,1209223
113,377,1209512
233,378,1247937
373,379,1178272
343,379,1206748
326,379,1161180
109,379,1230064
63,379,1222907
41,379,1186241
492,380,1195420
323,380,1281027
415,381,1198271
242,381,1253484
409,382,1239663
200,382,1306903
82,382,1287249
80,382,1316964
452,383,1314165
266,383,1331256
426,384,1227003
85,384,1309210
437,385,1240915
415,385,1204650
388,385,1259627
73,385,1239016
334,386,1201217
302,386,1223032
144,386,1187988
67,386,1141597
37,386,1223130
316,387,1172646
191,387,1135156
184,387,1197119
106,387,1237990
349,388,1188904
321,388,1134167
488,389,1183439
411,391,1249941
383,391,1286811
319,392,1206918
297,392,1294445
141,392,1186699
26,392,1229222
461,393,1287301
452,393,1264911
360,393,1220243
474,394,1310525
83,394,1217112
6,394,1258787
6,395,1298272
231,397,1203335
222,397,1185335
90,398,1193026
81,398,1246735
481,399,1159497
447,399,1222045
480,400,1245794
401,400,1248919
82,400,1274396
24,400,1248682
14,400,1254038
470,401,1159232
327,401,1186272
264,401,1152344
224,401,1142031
145,401,1142252
12,401,1209521
88,402,1165759
464,403,1331996
192,403,1192371
498,404,1299832
433,404,1169750
336,404,1233704
266,404,1306973
16,404,1207260
9,404,1259008
361,405,1230627
353,405,1175208
435,406,1245165
385,406,1301487
328,406,1234219
317,406,1293663
231,406,1319206
455,407,1287769
254,407,1322283
142,407,1275928
489,408,1212200
172,408,1244206
393,409,1177362
184,409,1192560
149,409,1194943
448,411,1128906
272,411,1203007
240,411,1186959
116,411,1147789
449,412,1218508
427,412,1174373
341,412,1316989
6,413,1233566
212,414,1294979
410,416,1213227
358,416,1247835
248,416,1168861
7,416,1225629
199,417,1248929
26,417,1241659
360,418,1161513
131,418,1172145
117,418,1145794
287,419,1160308
209,419,1214787
463,420,1215855
459,420,1188858
273,420,1232835
271,420,1254241
144,420,1204849
457,421,1306761
367,421,1268873
124,421,1289952
74,421,1292661
375,422,1239240
327,422,1186709
280,422,1222857
276,422,1230523
243,423,1268367
58,423,1259356
262,424,1300522
215,424,1216447
58,424,1306773
382,425,1204781
63,425,1236162
408,426,1156784
370,426,1248698
236,426,1132776
205,426,1242667
10,426,1188153
350,427,1216827
95,427,1212836
54,427,1194383
378,428,1269684
190,428,1342063
89,428,1254068
482,430,1242834
64,430,1228337
16,431,1216896
91,432,1290610
432,433,1232702
412,433,1205051
351,433,1235371
289,433,1202758
238,433,1193260
221,433,1176365
335,434,1266721
157,434,1262031
323,435,1319823
268,435,1317648
32,435,1329567
486,436,1308322
304,436,1326220
139,436,1295211
138,436,1381581
413,438,1216106
319,438,1277240
323,439,1273538
61,439,1206465
384,440,1272702
279,440,1180806
134,440,1187567
16,440,1207296
184,442,1293781
381,443,1174908
466,444,1251939
455,444,1235702
398,444,1209322
274,445,1296651
172,445,1215667
107,445,1178434
106,445,1282108
196,446,1280705
488,447,1203541
37,447,1201915
488,448,1217434
463,448,1220322
415,448,1142325
289,448,1201653
236,448,1163710
465,449,1193104
58,449,1267766
55,449,1233034
65,450,1226320
453,451,1258722
420,451,1284742
143,451,1300804
83,451,1255673
357,452,1268554
128,452,1267988
423,453,1279700
125,453,1250248
43,454,1190474
177,455,1182587
312,456,1221480
260,456,1235363
27,456,1204260
361,457,1217901
320,457,1277089
34,458,1276556
72,459,1250609
416,460,1136301
354,460,1186392
227,460,1142048
219,460,1153939
73,460,1143164
160,461,1192036
89,461,1219133
486,462,1279940
342,463,1192514
493,464,1157633
271,464,1215785
248,464,1158213
144,464,1143217
459,465,1167687
337,465,1224551
248,465,1171892
117,465,1104848
32,465,1243865
25,465,1203121
362,466,1209969
74,466,1247817
212,467,1243683
75,467,1224117
279,468,1122134
237,468,1235999
213,468,1197657
64,468,1169385
270,469,1210511
126,469,1162987
103,469,1179274
390,470,1184518
300,470,1164852
211,470,1197091
203,470,1126495
264,471,1174748
313,472,1174909
63,472,1215762
146,473,1148547
446,474,1236935
311,474,1120872
86,474,1209973
4,474,1133888
412,475,1267234
96,475,1206480
421,476,1287589
103,476,1293803
471,477,1247274
364,477,1178186
190,477,1290996
315,478,1184198
224,478,1167825
206,478,1165391
468,479,1312240
454,479,1302213
135,479,1226636
417,481,1226099
228,481,1188848
287,482,1206608
182,483,1196964
254,484,1284385
193,484,1204792
129,484,1284711
384,485,1249331
114,485,1231954
27,485,1221575
460,486,1255845
183,486,1254229
94,486,1308267
242,487,1264914
400,488,1221670
167,488,1168476
275,489,1251690
498,491,1287600
424,491,1244135
43,492,1227481
316,493,1144220
354,494,1270121
64,494,1187242
495,495,1237887
311,495,1204311
304,495,1280557
490,496,1133372
254,496,1227944
100,496,1285277
79,497,1288309
9,497,1210740
375,498,1276704
282,498,1269504
124,498,1302040
361,499,1289810
313,499,1185254
384,0,1278858
311,0,1187613
57,0,1290246
95,1,1299295
326,2,1229670
318,2,1244209
153,2,1203010
99,2,1331413
13,2,1258594
291,5,1211956
89,5,1170417
48,5,1234408
466,6,1255538
210,6,1248983
131,6,1255315
97,6,1182523
80,6,1286993
265,7,1182384
471,8,1194309
222,8,1209032
149,8,1151854
109,8,1230922
361,9,1256197
315,9,1245531
140,9,1246910
233,11,1282555
275,12,1329556
268,12,1302532
192,12,1250897
108,12,1294747
411,13,1211668
83,13,1245034
7,13,1262149
177,14,1217998
352,15,1216621
148,15,1218740
106,15,1321859
106,16,1279590
78,16,1224065
452,17,1209350
288,17,1186627
95,17,1277324
145,18,1159053
76,18,1277767
21,18,1226090
417,19,1258696
444,20,1208063
148,20,1203468
92,20,1197189
56,21,1334933
22,21,1297356
393,22,1185150
351,22,1190248
339,23,1224009
313,23,1237361
45,23,1287425
249,25,1222484
362,26,1148855
95,26,1258525
10,26,1213917
488,27,1159670
401,27,1104323
335,27,1176428
163,27,1113282
362,29,1212962
202,29,1236161
88,29,1194532
380,30,1311075
262,30,1313425
180,30,1341432
269,31,1217614
242,32,1218986
104,32,1249427
411,33,1188475
354,33,1264530
175,34,1303699
125,34,1228473
255,35,1134248
100,35,1327264
452,36,1320299
312,36,1248374
155,36,1257440
100,36,1331971
50,36,1294706
235,37,1248885
98,37,1250631
494,38,1312049
99,38,1325141
374,39,1172448
356,39,1180115
173,39,1173694
114,39,1191684
244,40,1298832
120,40,1206398
107,40,1270058
348,41,1191185
205,41,1208258
2,41,1202639
0,41,1117351
452,42,1242816
251,43,1214797
27,43,1123405
387,44,1286958
166,44,1271677
279,45,1160565
245,45,1234520
387,46,1248476
318,46,1298010
212,46,1288306
120,46,1158336
97,46,1169640
416,47,1156660
316,47,1166132
28,48,1189966
361,49,1201977
106,49,1266361
92,50,1279994
433,51,1194539
290,51,1275315
39,51,1282227
33,52,1215435
413,54,1166449
49,54,1173326
468,55,1308368
461,55,1277414
313,55,1197052
417,56,1256192
284,56,1259975
263,56,1261506
208,56,1161657
155,56,1254347
75,58,1266881
264,59,1199095
160,59,1149466
426,60,1113872
146,60,1210968
281,61,1216156
173,61,1217401
322,62,1255114
143,62,1238328
7,62,1198811
400,63,1287239
50,65,1270733
160,66,1161488
499,112,1130931
70,177,1324526
70,209,1268592
70,215,1263274
70,216,1289793
499,325,1133366
499,356,1086504
70,394,1266879
327,45,1227763
453,53,1220590
118,54,1168201
398,55,1228141
278,56,1215527
150,60,1170929
459,64,1244050
465,65,1168084
318,65,1292872
161,65,1290713
51,65,1209435
303,66,1257719
270,66,1307917
155,66,1282986
326,67,1219084
488,68,1279059
216,68,1210536
282,69,1233659
148,69,1244400
137,69,1222807
198,70,1298621
66,70,1199570
1,70,1246584
289,71,1176518
24,71,1193665
15,71,1176383
297,72,1209051
88,72,1148084
55,72,1233453
176,73,1239321
188,74,1291892
155,74,1281795
151,74,1248097
53,74,1256683
279,75,1202749
238,75,1254036
27,75,1252770
480,77,1210994
304,77,1326840
183,77,1268635
47,77,1235847
381,79,1233220
213,79,1247941
152,80,1196244
35,80,1222955
477,81,1250380
457,81,1247729
389,82,1177574
182,83,1186655
82,83,1185876
422,84,1305826
421,84,1268259
303,84,1250588
248,84,1183249
356,85,1255490
99,85,1364488
433,86,1137350
331,86,1217540
178,86,1244041
132,86,1160446
116,86,1240875
37,86,1193333
370,87,1274282
269,87,1206052
31,87,1220326
366,88,1183866
274,88,1285202
214,88,1160919
146,88,1244187
44,88,1240487
202,89,1284725
196,89,1298910
226,90,1227164
424,91,1197117
419,93,1231989
386,93,1104008
432,94,1234723
382,95,1239808
97,95,1201707
401,96,1205828
294,96,1177044
19,96,1192393
9,96,1148869
443,97,1257161
313,97,1244042
242,97,1249005
185,97,1244931
96,97,1236949
11,97,1292773
340,98,1246709
64,98,1147445
422,99,1267088
236,99,1174594
163,99,1165693
119,99,1307824
95,99,1295581
492,100,1130952
218,100,1212121
148,100,1169737
55,100,1183363
453,101,1263539
236,101,1254887
113,101,1206134
486,102,1255129
407,102,1183277
380,102,1211340
336,102,1193661
153,102,1208598
79,102,1196934
432,103,1205576
378,103,1230596
258,103,1175722
407,106,1248447
395,106,1256590
231,106,1278868
190,106,1268380
91,106,1278060
82,106,1225270
311,108,1218470
280,108,1258952
171,109,1245819
156,109,1264416
492,110,1158510
420,110,1249320
282,110,1234896
473,111,1214055
247,112,1195782
241,112,1188318
360,113,1134684
425,114,1296865
398,114,1221230
336,115,1201207
259,115,1189730
206,115,1147719
318,116,1249358
266,116,1273505
249,116,1225558
377,117,1180613
273,117,1266485
250,117,1190138
138,117,1305832
27,117,1234396
259,118,1188773
194,118,1218946
208,119,1196309
187,119,1233180
138,119,1218879
32,119,1262122
26,119,1217385
289,120,1259965
87,120,1224365
471,121,1206396
351,121,1230945
16,121,1179066
263,122,1241674
177,122,1222887
170,122,1199069
46,122,1235894
407,123,1256916
391,123,1262396
251,123,1252175
376,125,1280605
207,125,1327087
161,125,1346125
356,126,1205515
291,126,1191379
279,126,1108918
461,127,1240783
299,127,1245147
286,127,1215105
251,127,1221722
220,127,1250931
109,127,1259940
336,128,1215613
424,129,1211886
258,129,1196436
318,130,1255213
161,130,1274755
25,131,1221895
399,132,1151895
474,133,1328952
